,TransactionNo,BranchID,ReservationDate,FinancingType,ClientID,SourceofSale,StatusCode,UnitCode,LotPrice,Vat,GrossLotPrice,SalesDisc,NetLotPrice,Misc,TCP,"INSERT INTO ReservationHDR (
    TransactionNo, BranchID, ReservationDate, FinTypeCode, ClientID,
    SourceCode, StatusCode, UnitCode, LotPrice, Vat, GrossLotPrice,
    SalesDisc, NetLotPrice, Misc, TCP
) VALUES ("
,018-2024-RS-000578,18,8/30/2024 11:18,SPOT,968626,AGT,11,HIJ-20-8-L,71651.79,8598.21,80250.00,16050.00,64200.00,26750.00,90950.00,
,014-2024-RS-000548,14,8/31/2024 10:25,SPOT,969464,AGT,11,EFG-5C-5-F,1443750,173250,1617000.00,323400.00,1293600.00,483000.00,1776600.00,
,014-2024-RS-000549,14,8/31/2024 10:43,SPOT,969464,AGT,11,EFG-5C-5-G,1443750,173250,1617000.00,323400.00,1293600.00,483000.00,1776600.00,
,014-2024-RS-000552,14,8/31/2024 11:54,SPOT,969490,AGT,11,EFG-4-10-E,120312.5,14437.5,134750.00,26950.00,107800.00,40250.00,148050.00,
,014-2024-RS-000553,14,8/31/2024 14:00,SPOT,969572,AGT,11,EFG-2-8-N,113437.5,13612.5,127050.00,25410.00,101640.00,37950.00,139590.00,
,012-2024-RS-000167,12,9/14/2024 10:56,SPOT,969708,AGT,11,ABC-31-4-Q,63616.07,7633.93,71250.00,14250.00,57000.00,23750.00,80750.00,
,021-2024-RS-000639,21,9/16/2024 15:16,SPOT,969804,OFCEMP,11,KLM-9-16-R,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,021-2024-RS-000638,21,9/16/2024 15:18,SPOT,969804,OFCEMP,11,KLM-9-16-P,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,021-2024-RS-000642,21,9/16/2024 15:21,SPOT,969804,OFCEMP,11,KLM-9-16-Q,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,021-2024-RS-000641,21,9/16/2024 15:25,SPOT,969804,OFCEMP,11,KLM-9-16-T,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,021-2024-RS-000643,21,9/16/2024 15:32,SPOT,969804,OFCEMP,11,KLM-9-16-S,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,018-2024-RS-000583,18,9/17/2024 15:56,SPOT,969802,AGT,11,HIJ-17-7-F,77008.93,9241.07,86250.00,17250.00,69000.00,28750.00,97750.00,
,014-2024-RS-000560,14,9/23/2024 11:18,SPOT,969859,AGT,11,EFG-4-3-D,120312.5,14437.5,134750.00,26950.00,107800.00,40250.00,148050.00,
,014-2024-RS-000561,14,9/23/2024 12:12,SPOT,969859,AGT,11,EFG-4-3-E,120312.5,14437.5,134750.00,26950.00,107800.00,40250.00,148050.00,
,018-2024-RS-000585,18,9/25/2024 15:58,SPOT,93682,AGT,11,HIJ-17B-3-B,40848.21,4901.79,45750.00,9150.00,36600.00,15250.00,51850.00,
,021-2024-RS-000644,21,9/27/2024 9:13,SPOT,969804,AGT,11,KLM-9-16-K,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,021-2024-RS-000645,21,9/27/2024 9:23,SPOT,969804,AGT,11,KLM-9-16-L,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,021-2024-RS-000646,21,9/27/2024 9:33,SPOT,969804,AGT,11,KLM-9-16-M,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,021-2024-RS-000647,21,9/27/2024 9:37,SPOT,969804,AGT,11,KLM-9-16-N,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,021-2024-RS-000648,21,9/27/2024 9:40,SPOT,969804,AGT,11,KLM-9-16-O,66294.64,7955.36,74250.00,14850.00,59400.00,24750.00,84150.00,
,018-2024-RS-000588,18,9/27/2024 15:22,SPOT,969851,AGT,11,HIJ-20-25-T,84375,10125,94500.00,18900.00,75600.00,31500.00,107100.00,
,018-2024-RS-000589,18,9/27/2024 16:05,SPOT,969959,AGT,11,HIJ-17-25-F,77008.93,9241.07,86250.00,17250.00,69000.00,28750.00,97750.00,
,018-2024-RS-000590,18,9/27/2024 16:09,SPOT,969958,AGT,11,HIJ-17-24-J,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,014-2024-RS-000567,14,9/30/2024 14:18,SPOT,969981,AGT,11,EFG-9-18-C,106562.5,12787.5,119350.00,17902.50,101447.50,35650.00,137097.50,
,018-2024-RS-000591,18,9/30/2024 14:52,SPOT,970118,AGT,11,HIJ-20-6-P,71651.79,8598.21,80250.00,16050.00,64200.00,26750.00,90950.00,
,018-2024-RS-000596,18,10/7/2024 14:54,SPOT,970208,AGT,11,HIJ-18-18-E,85982.14,10317.86,96300.00,0.00,96300.00,32100.00,128400.00,
,018-2024-RS-MG007913,18,11/15/2024 0:00,INH,928689,OFC,11,HIJ-13-4-I,69502.23,8340.27,77842.50,0.00,77842.50,26750.00,104592.50,
,018-2024-RS-MG007909,18,12/19/2024 0:00,SPOT,93218,OFC,11,HIJ-13-4-E,33928.57,4071.43,38000.00,3800.00,34200.00,7000.00,41200.00,
,018-2024-RS-G000002,18,12/19/2024 11:14,SPOT,76565,AGT,11,HIJ-13-1-C,84375,10125,94500.00,0.00,94500.00,31500.00,126000.00,
,018-2024-RS-G000004,18,12/19/2024 11:39,SPOT,94558,OFC,11,HIJ-13-4-D,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-G000006,18,12/19/2024 11:49,SPOT,99678,AGT,11,HIJ-13-1-I,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,021-2024-RS-000071,21,1/3/2024 10:27,INH,965158,AGT,13,KLM-8-20-S,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000072,21,1/3/2024 10:37,INH,965158,AGT,13,KLM-8-20-T,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000096,18,1/4/2024 15:01,INH,965170,AGT,13,HIJ-11-8-P,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000097,18,1/5/2024 17:08,INH,965155,AGT,13,HIJ-20-32-M,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,014-2024-RS-000075,14,1/6/2024 12:03,DEF,965180,AGT,13,EFG-3-13-A,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000073,21,1/6/2024 16:51,INH,965183,AGT,13,KLM-8-19-S,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000077,14,1/8/2024 16:39,INH,84151,AGT,13,EFG-9-12-H,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000076,14,1/8/2024 16:40,INH,965186,AGT,13,EFG-9-12-I,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000099,18,1/8/2024 18:28,INH,965197,AGT,13,HIJ-27-12-B,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000080,14,1/11/2024 12:35,INH,965219,AGT,13,EFG-9-11-I,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000081,14,1/11/2024 12:37,INH,965221,AGT,13,EFG-3-12-T,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000100,18,1/11/2024 12:38,INH,965220,AGT,13,HIJ-11-14-R,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000101,18,1/11/2024 12:47,INH,965222,AGT,13,HIJ-11-14-Q,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000102,18,1/13/2024 12:39,INH,965257,AGT,13,HIJ-20-31-G,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000104,18,1/13/2024 13:30,INH,89906,AGT,13,HIJ-27-12-D,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000105,18,1/13/2024 13:44,INH,965261,AGT,13,HIJ-27-12-F,66964.29,8035.71,75000.00,2250.00,72750.00,25000.00,97750.00,
,018-2024-RS-000106,18,1/13/2024 13:50,INH,965261,AGT,13,HIJ-27-12-G,66964.29,8035.71,75000.00,2250.00,72750.00,25000.00,97750.00,
,018-2024-RS-000107,18,1/13/2024 13:54,INH,965261,AGT,13,HIJ-27-12-H,66964.29,8035.71,75000.00,2250.00,72750.00,25000.00,97750.00,
,012-2024-RS-000014,12,1/13/2024 18:26,INH,902285,AGT,13,ABC-25-30-G,60267.86,7232.14,67500.00,0.00,67500.00,22500.00,90000.00,
,014-2024-RS-000082,14,1/15/2024 12:16,INH,965253,AGT,13,EFG-9-4-Q,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000083,14,1/15/2024 13:11,INH,965253,AGT,13,EFG-9-4-R,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000074,21,1/15/2024 14:04,INH,965263,AGT,13,KLM-8-21-A,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000084,14,1/15/2024 14:29,INH,965265,AGT,13,EFG-9-13-F,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000075,21,1/15/2024 14:38,INH,965266,AGT,13,KLM-8-21-B,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000086,14,1/15/2024 15:49,INH,965275,AGT,13,EFG-9-13-I,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000087,14,1/15/2024 16:09,INH,965279,AGT,13,EFG-9-13-H,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000108,18,1/15/2024 16:20,DEF,965270,AGT,13,HIJ-18-18-H,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000109,18,1/15/2024 16:24,INH,89666,AGT,13,HIJ-20-31-A,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000110,18,1/15/2024 16:31,INH,965274,AGT,13,HIJ-18-18-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000111,18,1/15/2024 16:35,INH,965280,AGT,13,HIJ-18-34-E,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000112,18,1/15/2024 16:39,INH,965282,AGT,13,HIJ-18-18-C,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000113,18,1/15/2024 16:43,INH,965284,AGT,13,HIJ-18-18-D,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000090,14,1/15/2024 17:08,INH,965287,AGT,13,EFG-9-13-A,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000091,14,1/15/2024 17:22,INH,965287,AGT,13,EFG-9-13-B,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000092,14,1/15/2024 17:26,INH,965287,AGT,13,EFG-9-13-C,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000093,14,1/15/2024 17:50,INH,965291,AGT,13,EFG-9-4-S,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,012-2024-RS-000013,12,1/15/2024 18:21,INH,962964,AGT,13,ABC-5-17-S,70312.5,8437.5,78750.00,0.00,78750.00,26250.00,105000.00,
,014-2024-RS-000094,14,1/15/2024 18:25,INH,965293,AGT,13,EFG-9-3-W,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000095,14,1/15/2024 18:43,INH,965293,AGT,13,EFG-9-3-X,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000096,14,1/16/2024 10:49,INH,965298,AGT,13,EFG-9-5-T,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000097,14,1/16/2024 11:49,DEF,965299,AGT,13,EFG-9-11-D,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000098,14,1/16/2024 12:19,DEF,965300,AGT,13,EFG-9-11-C,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000099,14,1/16/2024 13:40,INH,965304,AGT,13,EFG-3-4-T,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000101,14,1/16/2024 17:04,INH,965311,AGT,13,EFG-9-13-L,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000078,21,1/16/2024 17:12,INH,965312,AGT,13,KLM-13-8-F,73660.71,8839.29,82500.00,0.00,82500.00,27500.00,110000.00,
,021-2024-RS-000079,21,1/16/2024 17:16,INH,965313,AGT,13,KLM-13-2-B,73660.71,8839.29,82500.00,0.00,82500.00,27500.00,110000.00,
,021-2024-RS-000080,21,1/16/2024 17:25,INH,965313,AGT,13,KLM-13-2-A,73660.71,8839.29,82500.00,0.00,82500.00,27500.00,110000.00,
,014-2024-RS-000102,14,1/16/2024 17:34,INH,965314,AGT,13,EFG-3-9-T,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000103,14,1/16/2024 17:43,INH,965315,AGT,13,EFG-9-13-G,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000081,21,1/17/2024 9:04,INH,965285,AGT,13,KLM-8-17-P,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000082,21,1/17/2024 12:06,INH,965285,AGT,13,KLM-8-17-Q,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000083,21,1/17/2024 12:23,INH,965320,AGT,13,KLM-8-17-R,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000084,21,1/17/2024 14:11,INH,965322,AGT,13,KLM-8-16-P,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000085,21,1/17/2024 16:05,INH,965322,AGT,13,KLM-8-15-T,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000086,21,1/17/2024 16:22,INH,965322,AGT,13,KLM-8-16-T,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,014-2024-RS-000104,14,1/17/2024 16:23,INH,965329,AGT,13,EFG-9-14-A,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000087,21,1/17/2024 16:31,INH,965330,AGT,13,KLM-8-21-G,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000088,21,1/17/2024 16:55,INH,964369,AGT,13,KLM-9-24-K,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,018-2024-RS-000114,18,1/17/2024 17:09,INH,965325,AGT,13,HIJ-11-14-K,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000090,21,1/17/2024 17:14,INH,964369,AGT,13,KLM-9-24-L,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,018-2024-RS-000115,18,1/17/2024 17:16,INH,965326,AGT,13,HIJ-11-14-L,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000116,18,1/17/2024 17:24,INH,965332,OFCEMP,13,HIJ-27-11-P,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,021-2024-RS-000091,21,1/17/2024 17:32,INH,964369,AGT,13,KLM-9-24-M,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,018-2024-RS-000117,18,1/17/2024 17:34,INH,965332,OFCEMP,13,HIJ-27-11-Q,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,021-2024-RS-000093,21,1/17/2024 17:36,INH,964369,AGT,13,KLM-9-24-O,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000094,21,1/17/2024 17:42,INH,964369,AGT,13,KLM-9-24-N,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000095,21,1/17/2024 17:50,INH,964369,AGT,13,KLM-9-25-L,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000097,21,1/17/2024 17:56,INH,964369,AGT,13,KLM-9-26-K,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000096,21,1/17/2024 18:01,INH,964369,AGT,13,KLM-9-25-M,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000098,21,1/17/2024 18:04,INH,964369,AGT,13,KLM-9-25-N,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000100,21,1/17/2024 18:06,INH,964369,AGT,13,KLM-9-23-O,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000099,21,1/17/2024 18:07,INH,964369,AGT,13,KLM-9-25-O,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000101,21,1/17/2024 18:11,INH,964369,AGT,13,KLM-9-26-F,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000103,21,1/17/2024 18:25,INH,964369,AGT,13,KLM-9-23-M,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000104,21,1/17/2024 18:34,INH,964369,AGT,13,KLM-9-25-K,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000105,21,1/18/2024 9:38,INH,964369,AGT,13,KLM-9-23-N,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,012-2024-RS-000015,12,1/18/2024 14:42,DEF,930738,AGT,13,ABC-9-11-N,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,012-2024-RS-000016,12,1/18/2024 15:10,DEF,930738,OFCEMP,13,ABC-9-11-O,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,018-2024-RS-000119,18,1/18/2024 16:35,DEF,954730,OFCEMP,13,HIJ-11-32-H,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000120,18,1/18/2024 17:18,DEF,965345,AGT,13,HIJ-20-3-K,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000105,14,1/19/2024 16:06,INH,965358,AGT,13,EFG-9-12-J,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000106,14,1/20/2024 10:05,DEF,965362,AGT,13,EFG-3-9-Y,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,012-2024-RS-000019,12,1/20/2024 16:11,DEF,965378,AGT,13,ABC-19-19-F,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,018-2024-RS-000122,18,1/22/2024 18:11,DEF,965392,AGT,13,HIJ-18-28-G,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000107,21,1/23/2024 12:27,INH,965396,AGT,13,KLM-13-18-A,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000108,21,1/23/2024 12:35,INH,965395,AGT,13,KLM-13-18-B,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,018-2024-RS-000123,18,1/23/2024 16:41,INH,965390,AGT,13,HIJ-11-25-G,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000124,18,1/23/2024 17:26,INH,965401,AGT,13,HIJ-16-1-I,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000125,18,1/23/2024 17:37,INH,965389,AGT,13,HIJ-16-1-J,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,021-2024-RS-000109,21,1/24/2024 11:14,INH,965406,AGT,13,KLM-9-25-D,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000110,21,1/24/2024 13:57,INH,965406,AGT,13,KLM-9-25-E,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000113,14,1/24/2024 16:45,DEF,965410,OFCEMP,13,EFG-9-3-U,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000114,14,1/24/2024 17:21,DEF,965410,OFCEMP,13,EFG-9-3-V,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000115,14,1/25/2024 11:10,INH,965420,AGT,13,EFG-6-42-H,106562.5,12787.5,119350.00,2387.00,116963.00,35650.00,152613.00,
,014-2024-RS-000116,14,1/25/2024 11:27,INH,965420,AGT,13,EFG-6-42-I,106562.5,12787.5,119350.00,2387.00,116963.00,35650.00,152613.00,
,018-2024-RS-000151,18,1/25/2024 12:12,INH,965575,AGT,13,HIJ-16-17-B,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000126,18,1/25/2024 21:47,DEF,965424,AGT,13,HIJ-11-20-R,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000127,18,1/25/2024 22:24,DEF,965424,AGT,13,HIJ-11-20-S,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000129,18,1/25/2024 22:47,INH,965436,AGT,13,HIJ-11-26-B,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000130,18,1/25/2024 23:00,INH,965436,AGT,13,HIJ-11-26-C,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000131,18,1/25/2024 23:05,INH,965436,AGT,13,HIJ-11-26-D,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000179,18,1/26/2024 0:01,INH,965629,AGT,13,HIJ-11-27-H,66964.29,8035.71,75000.00,1500.00,73500.00,25000.00,98500.00,
,018-2024-RS-000180,18,1/26/2024 0:05,INH,965630,AGT,13,HIJ-11-27-G,66964.29,8035.71,75000.00,1500.00,73500.00,25000.00,98500.00,
,018-2024-RS-000181,18,1/26/2024 0:25,INH,965631,AGT,13,HIJ-20-31-C,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000186,18,1/26/2024 9:53,INH,965636,AGT,13,HIJ-16-17-D,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,012-2024-RS-000020,12,1/26/2024 11:21,INH,965427,AGT,13,ABC-19-22-L,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,012-2024-RS-000021,12,1/26/2024 12:16,INH,965431,AGT,13,ABC-19-22-D,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,012-2024-RS-000022,12,1/26/2024 15:47,INH,965445,AGT,13,ABC-5-19-E,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,018-2024-RS-000160,18,1/26/2024 17:56,INH,965606,AGT,13,HIJ-11-15-S,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000161,18,1/26/2024 18:12,INH,965610,AGT,13,HIJ-16-2-N,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000162,18,1/26/2024 18:25,INH,965610,AGT,13,HIJ-16-2-O,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000163,18,1/26/2024 19:01,INH,965491,AGT,13,HIJ-16-3-R,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000164,18,1/26/2024 19:18,DEF,965614,AGT,13,HIJ-11-26-J,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000165,18,1/26/2024 19:33,INH,965615,AGT,13,HIJ-11-26-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000166,18,1/26/2024 19:59,INH,965484,AGT,13,HIJ-16-3-Q,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000167,18,1/26/2024 20:17,INH,965618,AGT,13,HIJ-16-3-S,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000168,18,1/26/2024 20:24,INH,91209,AGT,13,HIJ-20-31-B,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000169,18,1/26/2024 20:32,DEF,965620,AGT,13,HIJ-27-31-M,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,018-2024-RS-000170,18,1/26/2024 20:40,DEF,965620,AGT,13,HIJ-27-31-L,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000171,18,1/26/2024 21:50,INH,965623,AGT,13,HIJ-16-3-P,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000172,18,1/26/2024 22:08,INH,965624,AGT,13,HIJ-11-15-R,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000173,18,1/26/2024 22:24,INH,965625,AGT,13,HIJ-11-15-P,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000174,18,1/26/2024 22:29,INH,961242,AGT,13,HIJ-16-2-P,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000175,18,1/26/2024 22:38,INH,961248,AGT,13,HIJ-16-2-Q,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000176,18,1/26/2024 22:50,INH,965626,AGT,13,HIJ-11-15-Q,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000177,18,1/26/2024 22:55,INH,965627,AGT,13,HIJ-16-17-C,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000178,18,1/26/2024 23:25,INH,965628,AGT,13,HIJ-16-24-B,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000112,21,1/27/2024 13:58,INH,965454,AGT,13,KLM-12-20-K,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000111,21,1/27/2024 13:58,INH,965453,AGT,13,KLM-8-19-P,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000113,21,1/27/2024 14:09,INH,965454,AGT,13,KLM-12-20-L,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000114,21,1/27/2024 14:19,INH,965454,AGT,13,KLM-12-20-M,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000119,21,1/27/2024 16:33,INH,965462,AGT,13,KLM-12-31-E,73660.71,8839.29,82500.00,2475.00,80025.00,27500.00,107525.00,
,014-2024-RS-000117,14,1/29/2024 9:25,INH,965466,AGT,13,EFG-6-34-H,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000118,14,1/29/2024 15:13,INH,965478,AGT,13,EFG-9-12-F,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
